235.5 -2.314713954925537109375 -1.6194660663604736328125 1.23414671421051025390625 -0.05679280292516775824340769 0.3872085584573621286352818 0.2761404748764788585901897 0.8778334024859748563329731
235.25 -2.3316142559051513671875 -1.6424567699432373046875 1.25971317291259765625 -0.05058562508707002691732413 0.3943444804678079007587144 0.2787172238200749663228351 0.8742146373444091844717718
234 -2.3974492549896240234375 -1.8321278095245361328125 1.4079952239990234375 -0.06927160009228487680399411 0.4020658703059760696874037 0.297410205586306042313538 0.8631875820177826730272841
233.75 -2.41349029541015625 -1.8702380657196044921875 1.435509204864501953125 -0.07152367258195069243953412 0.409155164830915130114164 0.3048526237807879235575115 0.8570545513285487970733811
232.875 -2.4763777256011962890625 -2.020862102508544921875 1.53162944316864013671875 -0.06679305083119259356383424 0.4322772385688125051927955 0.3347514586625705557132449 0.8346365092008029007430991
232.5 -2.503875732421875 -2.0836951732635498046875 1.57839202880859375 -0.06050770857244477940461991 0.445598339966989276383913 0.3436998746268265514380857 0.8244107506384319439263209
231.875 -2.532823085784912109375 -2.189138889312744140625 1.66755008697509765625 -0.05106060655142961174357552 0.4526157164019956047340543 0.3637786846093525316980788 0.8125262118659758447947183
231.25 -2.554228305816650390625 -2.3083002567291259765625 1.77114403247833251953125 -0.04928319648575923278555067 0.4719850117752382723246285 0.3860178358786481855879913 0.7910713835479122879590363
230.75 -2.5581805706024169921875 -2.391848087310791015625 1.85115063190460205078125 -0.04358180126813296362264794 0.487529729094739905370659 0.3980837418588324405632761 0.7758527262779911781720443
230.25 -2.5547702312469482421875 -2.490264415740966796875 1.94346940517425537109375 -0.04031099837653413786586754 0.4973047526728318068478529 0.4127212475323766005530501 0.7620546407318562476262969
229.75 -2.5467929840087890625 -2.578029632568359375 2.0353686809539794921875 -0.02353582509302557315700177 0.5255282782862477075624952 0.4152482540545945899346236 0.7421850856942511232006154
229 -2.524497509002685546875 -2.673902034759521484375 2.173875331878662109375 -0.01769017584703302947701786 0.545729893420455414165815 0.4208360720385812547839066 0.724408243906242366172421
228 -2.4901773929595947265625 -2.810000896453857421875 2.36518764495849609375 -0.02840276365329627919487088 0.5562532235068777808351115 0.4377365079931485047914919 0.7058098159497282475527413
227.375 -2.4626686573028564453125 -2.892737865447998046875 2.4677088260650634765625 -0.0242353087087608422278695 0.5738986327433636125405769 0.4478568073751917899549824 0.6851885972004656544243062
226.375 -2.3959598541259765625 -3.017755031585693359375 2.634827136993408203125 -0.01330732739081392883295774 0.594437944424429987044789 0.4651389277256834930973639 0.6558354010412039691857444
225.5 -2.2960453033447265625 -3.158358097076416015625 2.77598094940185546875 -0.02207577317565035876500978 0.6024045876586495706916935 0.4851899012157834256697697 0.6334206078784232474276905
